Name,Age,Nationality,Overall,Club,ClubName,ClubTop20,WageK,PreferredFoot,Position
D. Murphy,23,Republic of Ireland,52,Limerick FC,Others,No,1,Right,MidField
J. Thomsen,36,Denmark,67,Randers FC,Others,No,3,Right,Defence
Kwak Tae Hwi,36,Korea Republic,66,FC Seoul,Others,No,2,Right,Defence
D. Djulbic,35,Australia,63,Perth Glory,Others,No,1,Right,Defence
G. Moss,35,New Zealand,63,Newcastle Jets,Others,No,1,Right,GoalKeeper
L. Grorud,34,Norway,62,Sandefjord Fotball,Others,No,1,Right,Defence
A. Karadas,36,Norway,61,SK Brann,Others,No,1,Right,Forward
Y. Ota,35,Japan,60,Júbilo Iwata,Others,No,1,Right,MidField
K. Fukuda,33,Japan,59,V-Varen Nagasaki,Others,No,1,Right,MidField
N. Sugai,33,Japan,59,Vegalta Sendai,Others,No,1,Right,MidField
A. Høvenhoff,28,Denmark,56,Vendsyssel FF,Others,No,2,Right,MidField
T. Jacobsen,20,Faroe Islands,50,SønderjyskE,Others,No,1,Right,MidField
C. Cappis,18,United States,50,Hobro IK,Others,No,1,Left,MidField
T. Miyamoto,19,Japan,50,Kashiwa Reysol,Others,No,1,Left,Defence
E. Dahlqvist,19,Sweden,50,IFK Göteborg,Others,No,1,Left,Defence
S. Bækgaard,18,Denmark,50,Esbjerg fB,Others,No,1,Right,MidField
M. Tokich,19,Australia,50,Western Sydney Wanderers,Others,No,1,Right,MidField
M. Ichimaru,21,Japan,50,Gamba Osaka,Others,No,1,Right,MidField
R. Shibamoto,18,Japan,50,Gamba Osaka,Others,No,1,Right,MidField
B. Arapovic,19,Sweden,50,BK Hcken,Others,No,1,Right,MidField
H. Bernat,17,Denmark,50,Odense Boldklub,Others,No,1,Right,GoalKeeper
M. Dyrmose,17,Denmark,49,SønderjyskE,Others,No,1,Left,Defence
M. Frøkjær-Jensen,18,Denmark,48,Odense Boldklub,Others,No,1,Right,MidField
R. Takae,20,Japan,48,Gamba Osaka,Others,No,1,Right,MidField
K. Fujikawa,19,Japan,47,Júbilo Iwata,Others,No,1,Right,MidField
N. Christoffersson,19,Sweden,47,Trelleborgs FF,Others,No,1,Right,Forward
Wen Zhixiang,25,China PR,53,Henan Jianye FC,Others,No,1,Right,GoalKeeper
H. Abdulmajeed,21,Saudi Arabia,52,Ohod Club,Others,No,1,Right,GoalKeeper
M. Al Baqawi,20,Saudi Arabia,52,Al Taawoun,Others,No,1,Right,GoalKeeper
A. Al Moghir,21,Saudi Arabia,52,Al Taawoun,Others,No,2,Right,Defence
R. Al Najjar,21,Saudi Arabia,52,Al Shabab,Others,No,2,Right,GoalKeeper
J. Beaulieu,24,Canada,54,Montreal Impact,Others,No,1,Right,GoalKeeper
S. Moloney,18,England,54,Bury,Others,No,1,Right,GoalKeeper
M. Urwin,24,England,53,Fleetwood Town,Others,No,1,Right,GoalKeeper
Xisco Campos,36,Spain,66,RCD Mallorca,Others,No,2,Right,Defence
A. Mannus,36,Northern Ireland,65,Shamrock Rovers,Others,No,1,Right,GoalKeeper
M. Pascali,36,Italy,65,Cosenza,Others,No,1,Right,Defence
S. Kelly,28,Republic of Ireland,55,Limerick FC,Others,No,1,Right,Defence
D. Dennehy,29,Republic of Ireland,55,Limerick FC,Others,No,1,Left,Defence
S. Harding,29,Republic of Ireland,55,Bray Wanderers,Others,No,1,Right,Defence
S. Tracy,29,Republic of Ireland,55,Limerick FC,Others,No,1,Left,Defence
P. Plewka,18,Poland,54,Wis?a Kraków,Others,No,1,Right,MidField
M. Loaiza,23,Colombia,54,Atlético Bucaramanga,Others,No,1,Left,GoalKeeper
K. Krzepisz,18,Poland,54,Arka Gdynia,Others,No,1,Right,GoalKeeper
M. Zapytowski,17,Poland,53,Wis?a P?ock,Others,No,1,Right,GoalKeeper
B. Manosalva,20,Chile,53,CD Huachipato,Others,No,1,Right,GoalKeeper
S. Arango,22,Colombia,53,Boyacá Chicó FC,Others,No,1,Right,GoalKeeper
M. Connor,21,Republic of Ireland,50,Waterford FC,Others,No,1,Right,GoalKeeper
J. Kelly,17,Republic of Ireland,50,Bray Wanderers,Others,No,1,Right,GoalKeeper
D. Collins,17,Republic of Ireland,49,Sligo Rovers,Others,No,1,Right,MidField
C. Maher,17,Republic of Ireland,48,Bray Wanderers,Others,No,1,Right,Defence
J. Milli,18,Italy,47,Lecce,Others,No,1,Right,GoalKeeper
M. Aceval,35,Chile,63,Club Deportes Temuco,Others,No,1,Left,Defence
Han Feng,34,China PR,58,Guangzhou R&F; FC,Others,No,2,Right,GoalKeeper
M. Herrera,30,Colombia,57,La Equidad,Others,No,1,Right,Defence
C. Gallego,29,Colombia,57,Itagüí Leones FC,Others,No,1,Left,Defence
C. Ortiz,31,Venezuela,55,CD Huachipato,Others,No,1,Right,Forward
Sun Kai,27,China PR,53,Shanghai Greenland Shenhua FC,Others,No,2,Left,Defence
G. Vannucchi,22,Italy,53,US Salernitana 1919,Others,No,1,Right,GoalKeeper
B. White,26,Australia,56,Brisbane Roar,Others,No,1,Right,GoalKeeper
Kim Tae Ho,26,Korea Republic,56,Daegu FC,Others,No,1,Right,GoalKeeper
M. Galmarini,36,Argentina,66,Club Atlético Tigre,Others,No,3,Right,MidField
D. Collins,37,Wales,64,Grimsby Town,Others,No,2,Left,Defence
P. Clarke,36,England,64,Oldham Athletic,Others,No,2,Right,Defence
J. Sinclair,30,England,55,Morecambe,Others,No,1,Right,Defence
W. Popp,23,Japan,54,Kawasaki Frontale,Others,No,1,Right,GoalKeeper
P. Kirk,20,Republic of Ireland,52,Bohemian FC,Others,No,1,Left,Defence
A. Weidinger,21,Germany,52, SSV Jahn Regensburg,Others,No,1,Right,GoalKeeper
F. Gemmi,21,Italy,52,Livorno,Others,No,1,Right,MidField
C. Kelly,19,Republic of Ireland,51,St. Patrick's Athletic,Others,No,1,Right,Defence
J. O'Keeffe,18,Republic of Ireland,51,Dundalk,Others,No,1,Right,Forward
A. Al Shammari,26,Saudi Arabia,54,Al Raed,Others,No,2,Right,GoalKeeper
Hong Hyeon Seok,19,Korea Republic,50,SpVgg Unterhaching,Others,No,1,Left,MidField
N. Stephan,17,Germany,49,FC Würzburger Kickers,Others,No,1,Right,GoalKeeper
M. Harsman,18,Germany,49,SV Meppen,Others,No,1,Right,GoalKeeper
J. Carranza,37,Argentina,69,San Martin de Tucumán,Others,No,3,Right,GoalKeeper
D. Boer,37,Netherlands,69,PEC Zwolle,Others,No,3,Right,GoalKeeper
A. Mintzel,36,Germany,66,SV Wehen Wiesbaden,Others,No,2,Left,Defence
D. Maekawa,23,Japan,54,Vissel Kobe,Others,No,1,Right,GoalKeeper
K. Yoshimaru,22,Japan,54,Vissel Kobe,Others,No,1,Right,GoalKeeper
T. Noda,20,Japan,52,Vissel Kobe,Others,No,1,Right,MidField
A. Kappenberger,21,Denmark,52,Hobro IK,Others,No,1,Right,GoalKeeper
K. Yamada,18,Japan,52,Yokohama F. Marinos,Others,No,1,Right,Defence
E. Damgaard,19,Denmark,52,FC Nordsjælland,Others,No,1,Right,Defence
R. Niizato,22,Japan,52,V-Varen Nagasaki,Others,No,1,Right,MidField
A. Daniels,19,Canada,51,Toronto FC,Others,No,1,Right,MidField
J. Yabur,19,Colombia,49,Atlético Nacional,Others,No,1,Right,MidField
Y. Góez,18,Colombia,48,Atlético Nacional,Others,No,1,Right,MidField
Choi Jae Soo,35,Korea Republic,63,Gyeongnam FC,Others,No,1,Left,Defence
I. La Rocca,34,Italy,61,Melbourne City FC,Others,No,2,Left,Defence
M. Kakuda,34,Japan,61,Shimizu S-Pulse,Others,No,1,Right,Defence
K. Kirihata,31,Japan,58,Kashiwa Reysol,Others,No,1,Right,GoalKeeper
J. Pereira,23,Uruguay,54,San Luis de Quillota,Others,No,1,Right,Defence
A. Klimczak,20,Poland,53,Arka Gdynia,Others,No,1,Left,Defence
A. Vergara,22,Chile,52,Unión La Calera,Others,No,1,Right,Forward
Neymar Jr,26,Brazil,92,Paris Saint-Germain,11ParisSaintGernain,Yes,290,Right,Forward
L. Messi,31,Argentina,94,FC Barcelona,02FCBarcelona,Yes,565,Left,Forward
K. De Bruyne,27,Belgium,91,Manchester City,05ManchesterCity,Yes,355,Right,MidField
E. Hazard,27,Belgium,91,Chelsea,06Chelsea,Yes,340,Right,Forward
K. Mbappé,19,France,88,Paris Saint-Germain,11ParisSaintGernain,Yes,100,Right,MidField
A. Griezmann,27,France,89,Atlético Madrid,12AtleticoMadrid,Yes,145,Left,MidField
L. Suárez,31,Uruguay,91,FC Barcelona,02FCBarcelona,Yes,455,Right,Forward
H. Kane,24,England,89,Tottenham Hotspur,09TottenhamHotspur,Yes,205,Right,Forward
T. Kroos,28,Germany,90,Real Madrid,01RealMadrid,Yes,355,Right,MidField
Isco,26,Spain,88,Real Madrid,01RealMadrid,Yes,315,Right,Forward
P. Dybala,24,Argentina,89,Juventus,10Juventus,Yes,205,Left,Forward
Coutinho,26,Brazil,88,FC Barcelona,02FCBarcelona,Yes,340,Right,Forward
J. Oblak,25,Slovenia,90,Atlético Madrid,12AtleticoMadrid,Yes,94,Right,GoalKeeper
C. Eriksen,26,Denmark,88,Tottenham Hotspur,09TottenhamHotspur,Yes,205,Right,MidField
De Gea,27,Spain,91,Manchester United,03ManchesterUnited,Yes,260,Right,GoalKeeper
L. Modri?,32,Croatia,91,Real Madrid,01RealMadrid,Yes,420,Right,MidField
M. Salah,26,Egypt,88,Liverpool,08LiverPool,Yes,255,Left,MidField
Cristiano Ronaldo,33,Portugal,94,Juventus,10Juventus,Yes,405,Right,Forward
R. Lewandowski,29,Poland,90,FC Bayern München,04BayernMunich,Yes,205,Right,Forward
Casemiro,26,Brazil,88,Real Madrid,01RealMadrid,Yes,285,Right,MidField
L. Sané,22,Germany,86,Manchester City,05ManchesterCity,Yes,195,Left,Forward
M. ter Stegen,26,Germany,89,FC Barcelona,02FCBarcelona,Yes,240,Right,GoalKeeper
P. Pogba,25,France,87,Manchester United,03ManchesterUnited,Yes,210,Right,MidField
G. Bale,28,Wales,88,Real Madrid,01RealMadrid,Yes,355,Left,Forward
Marco Asensio,22,Spain,85,Real Madrid,01RealMadrid,Yes,215,Left,Forward
N. Kanté,27,France,89,Chelsea,06Chelsea,Yes,225,Right,MidField
S. Umtiti,24,France,87,FC Barcelona,02FCBarcelona,Yes,205,Left,Defence
R. Lukaku,25,Belgium,87,Manchester United,03ManchesterUnited,Yes,230,Left,Forward
S. Agüero,30,Argentina,89,Manchester City,05ManchesterCity,Yes,300,Right,Forward
M. Icardi,25,Argentina,87,Inter,15InterMilan,Yes,130,Right,Forward
Bernardo Silva,23,Portugal,86,Manchester City,05ManchesterCity,Yes,180,Left,Forward
T. Courtois,26,Belgium,89,Real Madrid,01RealMadrid,Yes,240,Left,GoalKeeper
P. Aubameyang,29,Gabon,88,Arsenal,07Arsenal,Yes,265,Right,MidField
David Silva,32,Spain,90,Manchester City,05ManchesterCity,Yes,285,Left,MidField
E. Cavani,31,Uruguay,89,Paris Saint-Germain,11ParisSaintGernain,Yes,200,Right,Forward
R. Sterling,23,England,86,Manchester City,05ManchesterCity,Yes,195,Right,Forward
Saúl,23,Spain,85,Atlético Madrid,12AtleticoMadrid,Yes,77,Left,MidField
R. Varane,25,France,86,Real Madrid,01RealMadrid,Yes,210,Right,Defence
M. Verratti,25,Italy,86,Paris Saint-Germain,11ParisSaintGernain,Yes,135,Right,MidField
Sergio Busquets,29,Spain,89,FC Barcelona,02FCBarcelona,Yes,315,Right,MidField
L. Insigne,27,Italy,88,Napoli,Others,No,165,Right,Forward
Roberto Firmino,26,Brazil,86,Liverpool,08LiverPool,Yes,195,Right,MidField
Sergio Ramos,32,Spain,91,Real Madrid,01RealMadrid,Yes,380,Right,Defence
S. Mané,26,Senegal,86,Liverpool,08LiverPool,Yes,195,Right,MidField
N. Fekir,24,France,85,Olympique Lyonnais,Others,No,92,Left,MidField
Koke,26,Spain,85,Atlético Madrid,12AtleticoMadrid,Yes,88,Right,MidField
I. Rakiti?,30,Croatia,87,FC Barcelona,02FCBarcelona,Yes,260,Right,MidField
K. Koulibaly,27,Senegal,87,Napoli,Others,No,115,Right,Defence
D. Godín,32,Uruguay,90,Atlético Madrid,12AtleticoMadrid,Yes,125,Right,Defence
O. Dembélé,21,France,83,FC Barcelona,02FCBarcelona,Yes,155,Left,Forward
S. Milinkovi?-Savi?,23,Serbia,85,Lazio,Others,No,73,Right,MidField
A. Lacazette,27,France,85,Arsenal,07Arsenal,Yes,180,Right,Forward
C. Immobile,28,Italy,87,Lazio,Others,No,115,Right,Forward
M. Škriniar,23,Slovakia,85,Inter,15InterMilan,Yes,82,Right,Defence
Marcelo,30,Brazil,88,Real Madrid,01RealMadrid,Yes,285,Left,Defence
V. van Dijk,26,Netherlands,86,Liverpool,08LiverPool,Yes,165,Right,Defence
A. Martial,22,France,84,Manchester United,03ManchesterUnited,Yes,165,Right,Forward
D. Alli,22,England,84,Tottenham Hotspur,09TottenhamHotspur,Yes,115,Right,MidField
Gabriel Jesus,21,Brazil,83,Manchester City,05ManchesterCity,Yes,130,Right,Forward
Bruno Fernandes,23,Portugal,84,Sporting CP,Others,No,22,Right,MidField
M. Depay,24,Netherlands,84,Olympique Lyonnais,Others,No,93,Right,Forward
M. Özil,29,Germany,86,Arsenal,07Arsenal,Yes,190,Left,MidField
Ederson,24,Brazil,86,Manchester City,05ManchesterCity,Yes,125,Left,GoalKeeper
T. Lemar,22,France,83,Atlético Madrid,12AtleticoMadrid,Yes,64,Left,MidField
M. Hamšík,30,Slovakia,87,Napoli,Others,No,125,Right,MidField
Diego Costa,29,Spain,85,Atlético Madrid,12AtleticoMadrid,Yes,100,Right,Forward
Y. Brahimi,28,Algeria,85,FC Porto,Others,No,28,Right,MidField
Jordi Alba,29,Spain,87,FC Barcelona,02FCBarcelona,Yes,250,Left,Defence
Parejo,29,Spain,85,Valencia CF,Others,No,66,Right,MidField
F. Thauvin,25,France,84,Olympique de Marseille,Others,No,72,Left,MidField
Douglas Costa,27,Brazil,86,Juventus,10Juventus,Yes,175,Left,MidField
D. Mertens,31,Belgium,87,Napoli,Others,No,135,Right,Forward
M. Hummels,29,Germany,88,FC Bayern München,04BayernMunich,Yes,160,Right,Defence
K. Benzema,30,France,85,Real Madrid,01RealMadrid,Yes,240,Right,Forward
Thiago,27,Spain,86,FC Bayern München,04BayernMunich,Yes,130,Right,MidField
T. Alderweireld,29,Belgium,86,Tottenham Hotspur,09TottenhamHotspur,Yes,150,Right,Defence
R. Mahrez,27,Algeria,85,Manchester City,05ManchesterCity,Yes,205,Left,Forward
T. Müller,28,Germany,86,FC Bayern München,04BayernMunich,Yes,135,Right,MidField
M. Reus,29,Germany,86,Borussia Dortmund,13BorussiaDortmund,Yes,100,Right,MidField
Y. Carrasco,24,Belgium,83,Dalian YiFang FC,Others,No,20,Right,MidField
Jorginho,26,Italy,84,Chelsea,06Chelsea,Yes,155,Right,MidField
Arthur,21,Brazil,82,FC Barcelona,02FCBarcelona,Yes,125,Right,MidField
M. Pjani?,28,Bosnia Herzegovina,86,Juventus,10Juventus,Yes,180,Right,MidField
J. Giménez,23,Uruguay,84,Atlético Madrid,12AtleticoMadrid,Yes,63,Right,Defence
Alisson,25,Brazil,85,Liverpool,08LiverPool,Yes,115,Right,GoalKeeper
H. Son,25,Korea Republic,84,Tottenham Hotspur,09TottenhamHotspur,Yes,125,Right,MidField
Malcom,21,Brazil,82,FC Barcelona,02FCBarcelona,Yes,140,Left,Forward
J. Kimmich,23,Germany,85,FC Bayern München,04BayernMunich,Yes,92,Right,MidField
Piqué,31,Spain,87,FC Barcelona,02FCBarcelona,Yes,240,Right,Defence
Gerard Moreno,26,Spain,83,Villarreal CF,Others,No,53,Left,Forward
A. Sánchez,29,Chile,85,Manchester United,03ManchesterUnited,Yes,215,Right,Forward
Oscar,26,Brazil,83,Shanghai SIPG FC,Others,No,29,Right,MidField
William Carvalho,26,Portugal,84,Real Betis,Others,No,38,Right,MidField
Marquinhos,24,Brazil,84,Paris Saint-Germain,11ParisSaintGernain,Yes,90,Right,MidField
N. Süle,22,Germany,84,FC Bayern München,04BayernMunich,Yes,84,Right,Defence
Fabinho,24,Brazil,84,Liverpool,08LiverPool,Yes,120,Right,MidField
N. Keïta,23,Guinea,83,Liverpool,08LiverPool,Yes,120,Right,MidField
Carvajal,26,Spain,84,Real Madrid,01RealMadrid,Yes,185,Right,Defence
H. Lloris,31,France,88,Tottenham Hotspur,09TottenhamHotspur,Yes,150,Left,GoalKeeper
K. Manolas,27,Greece,85,Roma,16Roma,Yes,96,Right,Defence
Alex Telles,25,Brazil,84,FC Porto,Others,No,22,Left,Defence
Q. Promes,26,Netherlands,83,Sevilla FC,Others,No,28,Right,MidField
Rodrigo,27,Spain,83,Valencia CF,Others,No,57,Left,Forward
D. Alaba,26,Austria,85,FC Bayern München,04BayernMunich,Yes,110,Left,Defence
D. Sánchez,22,Colombia,84,Tottenham Hotspur,09TottenhamHotspur,Yes,105,Right,Defence
A. Laporte,24,France,84,Manchester City,05ManchesterCity,Yes,135,Left,Defence
Manu Trigueros,26,Spain,83,Villarreal CF,Others,No,49,Right,MidField
Illarramendi,28,Spain,84,Real Sociedad,Others,No,51,Right,MidField
Azpilicueta,28,Spain,86,Chelsea,06Chelsea,Yes,175,Right,Defence
I. Periši?,29,Croatia,85,Inter,15InterMilan,Yes,110,Right,MidField
A. Rabiot,23,France,83,Paris Saint-Germain,11ParisSaintGernain,Yes,91,Left,MidField
Gonçalo Guedes,21,Portugal,82,Valencia CF,Others,No,36,Right,MidField
Iago Aspas,30,Spain,84,RC Celta,Others,No,45,Left,Forward
J. Vertonghen,31,Belgium,87,Tottenham Hotspur,09TottenhamHotspur,Yes,155,Left,Defence
M. Neuer,32,Germany,89,FC Bayern München,04BayernMunich,Yes,130,Right,GoalKeeper
Gelson Martins,23,Portugal,82,Atlético Madrid,12AtleticoMadrid,Yes,59,Right,MidField
Rafinha,25,Brazil,82,FC Barcelona,02FCBarcelona,Yes,165,Left,MidField
J. Draxler,24,Germany,83,Paris Saint-Germain,11ParisSaintGernain,Yes,91,Right,MidField
K. Navas,31,Costa Rica,87,Real Madrid,01RealMadrid,Yes,195,Right,GoalKeeper
P. Kimpembe,22,France,83,Paris Saint-Germain,11ParisSaintGernain,Yes,82,Left,Defence
Felipe Anderson,25,Brazil,83,West Ham United,17WestHamUnited,Yes,110,Right,MidField
Rodri,22,Spain,82,Atlético Madrid,12AtleticoMadrid,Yes,59,Right,MidField
T. Werner,22,Germany,83,RB Leipzig,Others,No,70,Right,Forward
E. Banega,30,Argentina,84,Sevilla FC,Others,No,31,Right,MidField
R. Nainggolan,30,Belgium,85,Inter,15InterMilan,Yes,105,Right,MidField
Alex Sandro,27,Brazil,86,Juventus,10Juventus,Yes,160,Left,Defence
G. Kondogbia,25,Central African Rep.,82,Valencia CF,Others,No,46,Left,MidField
Lucas Moura,25,Brazil,83,Tottenham Hotspur,09TottenhamHotspur,Yes,115,Right,MidField
S. Gnabry,22,Germany,83,FC Bayern München,04BayernMunich,Yes,85,Right,Forward
I. Gündo?an,27,Germany,84,Manchester City,05ManchesterCity,Yes,175,Right,MidField
C. Bakambu,27,DR Congo,82,Beijing Sinobo Guoan FC,Others,No,33,Right,Forward
C. Tolisso,23,France,83,FC Bayern München,04BayernMunich,Yes,85,Right,MidField
K. Coman,22,France,83,FC Bayern München,04BayernMunich,Yes,85,Right,MidField
L. Goretzka,23,Germany,83,FC Bayern München,04BayernMunich,Yes,85,Right,MidField
Suso,24,Spain,83,Milan,18Milan,Yes,115,Left,Forward
C. Lenglet,23,France,82,FC Barcelona,02FCBarcelona,Yes,135,Left,Defence
Kepa,23,Spain,83,Chelsea,06Chelsea,Yes,84,Right,GoalKeeper
J. Brandt,22,Germany,82,Bayer 04 Leverkusen,Others,No,68,Right,MidField
Willian José,26,Brazil,82,Real Sociedad,Others,No,44,Right,Forward
L. Hernández,22,France,82,Atlético Madrid,12AtleticoMadrid,Yes,53,Left,Defence
T. Partey,25,Ghana,82,Atlético Madrid,12AtleticoMadrid,Yes,59,Right,MidField
Pablo Sarabia,26,Spain,82,Sevilla FC,Others,No,26,Left,MidField
Willian,29,Brazil,84,Chelsea,06Chelsea,Yes,175,Right,Forward
Williams,24,Spain,81,Athletic Club de Bilbao,Others,No,31,Right,Forward
Sergi Roberto,26,Spain,83,FC Barcelona,02FCBarcelona,Yes,170,Right,Defence
W. Zaha,25,Ivory Coast,82,Crystal Palace,Others,No,78,Right,Forward
Dani Ceballos,21,Spain,81,Real Madrid,01RealMadrid,Yes,120,Right,MidField
Danilo Pereira,26,Portugal,83,FC Porto,Others,No,21,Right,MidField
S. de Vrij,26,Netherlands,84,Inter,15InterMilan,Yes,88,Right,Defence
Lucas Vázquez,27,Spain,83,Real Madrid,01RealMadrid,Yes,205,Right,Forward
M. Rashford,20,England,81,Manchester United,03ManchesterUnited,Yes,110,Right,Forward
S. Savi?,27,Montenegro,83,Atlético Madrid,12AtleticoMadrid,Yes,67,Right,Defence
W. Szcz?sny,28,Poland,85,Juventus,10Juventus,Yes,125,Right,GoalKeeper
G. Donnarumma,19,Italy,82,Milan,18Milan,Yes,23,Right,GoalKeeper
A. Correa,23,Argentina,81,Atlético Madrid,12AtleticoMadrid,Yes,54,Right,MidField
J. Stones,24,England,83,Manchester City,05ManchesterCity,Yes,125,Right,Defence
Morata,25,Spain,82,Chelsea,06Chelsea,Yes,135,Right,Forward
A. Di María,30,Argentina,84,Paris Saint-Germain,11ParisSaintGernain,Yes,125,Left,MidField
S. Khedira,31,Germany,85,Juventus,10Juventus,Yes,160,Right,MidField
Louri Beretta,26,Brazil,83,Atlético Mineiro,Others,No,60,Right,Forward
A. Vidal,31,Chile,85,FC Barcelona,02FCBarcelona,Yes,205,Right,MidField
B. Leno,26,Germany,84,Arsenal,07Arsenal,Yes,115,Right,GoalKeeper
A. Belotti,24,Italy,82,Torino,Others,No,58,Right,Forward
N. Otamendi,30,Argentina,85,Manchester City,05ManchesterCity,Yes,170,Right,Defence
J. Tah,22,Germany,83,Bayer 04 Leverkusen,Others,No,67,Right,Defence
D. Payet,31,France,84,Olympique de Marseille,Others,No,75,Right,MidField
M. Balotelli,27,Italy,83,OGC Nice,Others,No,55,Right,Forward
Sergio Asenjo,29,Spain,84,Villarreal CF,Others,No,42,Right,GoalKeeper
Pablo Fornals,22,Spain,81,Villarreal CF,Others,No,36,Right,MidField
Nacho Fernández,28,Spain,83,Real Madrid,01RealMadrid,Yes,180,Right,Defence
B. Dost,29,Netherlands,83,Sporting CP,Others,No,26,Right,Forward
E. Džeko,32,Bosnia Herzegovina,85,Roma,16Roma,Yes,115,Right,Forward
Samu Castillejo,23,Spain,82,Milan,18Milan,Yes,94,Left,MidField
S. Handanovi?,33,Slovenia,88,Inter,15InterMilan,Yes,110,Right,GoalKeeper
A. Gómez,30,Argentina,84,Atalanta,Others,No,53,Right,Forward
Pizzi,28,Portugal,83,SL Benfica,Others,No,22,Right,MidField
Fred,25,Brazil,82,Manchester United,03ManchesterUnited,Yes,140,Left,MidField
J. Lingard,25,England,82,Manchester United,03ManchesterUnited,Yes,140,Right,MidField
M. Perin,25,Italy,84,Juventus,10Juventus,Yes,105,Right,GoalKeeper
F. Bernardeschi,24,Italy,82,Juventus,10Juventus,Yes,110,Left,MidField
Luis Alberto,25,Spain,82,Lazio,Others,No,67,Right,Forward
Ronaldo Cabrais,26,Brazil,83,Grêmio,Others,No,51,Right,Forward
A. Romagnoli,23,Italy,82,Milan,18Milan,Yes,84,Left,Defence
L. Bailey,20,Jamaica,81,Bayer 04 Leverkusen,Others,No,54,Left,MidField
L. Bonucci,31,Italy,86,Juventus,10Juventus,Yes,160,Right,Defence
M. Benatia,31,Morocco,86,Juventus,10Juventus,Yes,160,Right,Defence
J. Boateng,29,Germany,85,FC Bayern München,04BayernMunich,Yes,115,Right,Defence
Jonathan Viera,28,Spain,82,Beijing Sinobo Guoan FC,Others,No,31,Right,Forward
A. Lopes,27,Portugal,84,Olympique Lyonnais,Others,No,72,Left,GoalKeeper
J. Pickford,24,England,83,Everton,19Everton,Yes,78,Left,GoalKeeper
L. Torreira,22,Uruguay,82,Arsenal,07Arsenal,Yes,98,Right,MidField
W. Ben Yedder,27,France,82,Sevilla FC,Others,No,28,Right,Forward
A. Ramsey,27,Wales,82,Arsenal,07Arsenal,Yes,130,Right,MidField
Fabián,22,Spain,81,Napoli,Others,No,64,Left,MidField
H. Aouar,20,France,80,Olympique Lyonnais,Others,No,51,Right,MidField
J. Cuadrado,30,Colombia,84,Juventus,10Juventus,Yes,150,Right,MidField
H. Mkhitaryan,29,Armenia,83,Arsenal,07Arsenal,Yes,145,Right,MidField
A. Milik,24,Poland,81,Napoli,Others,No,71,Left,Forward
A. Robertson,24,Scotland,82,Liverpool,08LiverPool,Yes,98,Left,Defence
Carlos Soler,21,Spain,80,Valencia CF,Others,No,31,Right,MidField
